0, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 0.987383, -0.157967, 0.011000, 0.000429, 0.002774, 0.072733, 0.034876
2, 0.988921, 0.148418, 0.002620, 0.000498, 0.007340, 0.030627, -0.025935
3, 0.962742, -0.145776, 0.226320, -0.025618, -1.082510, -0.435961, 0.752557
4, 0.950384, -0.148409, -0.271818, 0.029336, 1.525530, -0.310588, 1.203260
5, 0.999871, 0.001501, -0.015985, 0.000033, 1.087240, -0.000941, 0.158052
6, 0.988207, -0.152094, -0.017225, 0.004213, 1.086660, 0.125640, 0.178123
7, 0.987413, -0.156873, 0.019812, -0.003679, 1.988380, 0.056329, 0.071263
8, 0.999744, 0.000313, 0.022494, -0.002391, 1.973620, -0.007095, 0.049869
9, 0.999584, 0.002711, 0.028416, -0.004077, 2.838719, -0.001637, 0.024915
10, 0.986053, -0.163291, 0.028397, -0.015138, 2.828501, 0.008920, 0.054197
11, 0.987261, -0.158477, 0.013848, -0.003032, 3.787225, 0.061882, 0.134072
12, 0.999896, 0.003399, 0.013290, -0.004434, 3.785436, 0.035791, 0.081807
13, 0.999485, 0.007993, 0.030999, -0.001901, 4.717825, 0.020000, 0.090090
14, 0.987267, -0.156305, 0.029142, 0.004889, 4.734741, 0.056230, 0.117771
15, 0.987334, -0.157226, 0.020934, -0.003683, 5.701466, 0.062535, 0.146697
16, 0.999663, 0.003842, 0.024562, -0.007375, 5.679881, 0.044334, 0.086133
17, 0.998892, 0.007646, 0.046348, -0.002649, 6.625543, 0.033553, 0.109867
18, 0.987879, -0.149026, 0.043400, 0.001382, 6.638926, 0.086318, 0.138704
19, 0.986936, -0.158621, 0.026781, -0.009005, 7.510689, 0.052257, 0.247152
20, 0.999620, 0.000312, 0.024881, -0.011871, 7.523980, 0.011145, 0.193712
21, 0.999538, 0.002610, 0.030014, -0.004102, 8.413233, 0.049449, 0.252705
22, 0.987729, -0.153763, 0.026258, 0.007595, 8.423466, 0.099007, 0.280946
23, 0.987269, -0.157972, 0.013349, -0.012979, 9.437891, 0.046061, 0.278433
24, 0.999764, -0.004791, 0.009853, -0.018771, 9.450453, 0.026128, 0.222670
25, 0.999264, 0.009940, 0.036629, -0.005575, 10.417958, 0.094002, 0.271574
26, 0.986720, -0.157428, 0.039763, -0.004298, 10.443458, 0.119002, 0.275702
27, 0.985335, -0.164704, 0.041918, -0.015227, 11.488409, 0.102192, 0.239076
28, 0.998488, 0.006649, 0.054483, -0.003008, 11.427452, 0.107048, 0.318674
29, 0.999005, 0.005208, 0.043864, -0.006086, 12.405828, 0.116187, 0.331689
30, 0.998570, 0.005798, 0.052852, -0.005610, 12.335537, 0.116948, 0.238648
31, 0.986382, -0.163076, 0.019587, -0.008628, 13.360458, 0.130423, 0.209416
32, 0.987367, -0.154692, 0.034323, -0.000062, 12.449362, 0.167203, 0.382175
33, 0.999072, -0.003632, 0.038206, -0.019617, 14.811030, 0.039783, 0.376366
34, 0.985391, -0.165451, 0.036615, -0.017113, 14.814629, 0.136156, 0.450653
35, 0.983270, -0.167118, -0.065173, 0.031726, 15.660948, 0.132021, 0.924434
36, 0.996598, -0.005967, -0.080583, 0.016291, 15.646933, -0.112019, 0.872742
37, 0.975543, -0.007532, -0.211313, 0.060060, 16.114095, -0.352728, 1.602589
38, 0.962475, -0.160503, -0.196120, 0.097054, 16.104036, 0.111857, 1.737696
39, 0.925912, -0.153772, -0.342070, 0.045069, 16.965180, 0.517381, 1.533328
40, 0.937161, -0.015055, -0.347913, -0.021483, 16.989815, 0.116281, 1.552370
41, 0.897079, 0.002473, -0.438175, 0.056997, 17.552636, -0.530215, 1.186043
42, 0.882268, -0.152487, -0.441623, 0.057638, 17.580076, -0.397872, 1.197719
43, 0.825364, -0.188798, -0.515666, 0.131225, 18.485457, 0.563734, 0.652686
44, 0.839395, -0.037283, -0.519268, 0.156174, 18.449367, 0.430971, 0.597080
45, 0.751957, 0.028049, -0.654256, 0.075659, 19.471132, -0.807549, -0.301909
46, 0.743629, -0.122307, -0.655767, 0.045038, 19.504487, -0.564284, -0.318366
47, 0.757899, -0.104286, -0.626433, 0.149325, 19.408196, -0.074772, -1.642797
48, 0.764586, 0.032774, -0.607508, 0.212769, 19.374044, -0.092660, -1.646127
49, 0.756165, 0.035211, -0.613100, 0.226024, 19.722625, -0.329122, -2.787635
50, 0.748600, -0.086665, -0.643979, 0.131837, 19.804939, -0.223639, -2.787221
51, 0.730391, -0.082242, -0.665534, 0.129738, 20.088929, -0.381554, -4.017754
52, 0.745566, 0.047222, -0.629226, 0.214425, 19.922281, -0.827588, -3.962502
53, 0.739742, 0.073703, -0.634172, 0.212557, 20.141208, -1.355883, -5.089526
54, 0.758272, -0.056783, -0.638281, 0.119988, 20.073017, -0.494207, -5.327158
55, 0.757050, -0.031382, -0.638638, 0.134295, 20.074427, -1.718330, -5.999400
56, 0.748803, 0.081692, -0.614704, 0.234012, 19.946667, -1.624906, -6.099268
57, 0.761584, 0.087716, -0.583197, 0.268664, 20.238503, -1.906140, -7.609684
58, 0.777467, -0.026477, -0.607359, 0.161130, 20.235542, -1.925874, -7.625070
59, 0.753130, 0.043216, -0.628458, 0.189661, 20.510167, -2.481051, -8.611791
60, 0.738956, 0.158332, -0.596847, 0.269540, 20.479641, -2.538036, -8.580638
61, 0.763592, 0.130727, -0.573172, 0.267047, 20.834598, -2.961954, -9.686624
62, 0.774666, 0.020831, -0.609064, 0.168822, 20.893518, -2.864712, -9.712503
63, 0.715164, -0.036315, -0.690831, 0.099884, 22.139056, -2.859452, -10.131215
