0, 1, 0.987383, -0.157967, 0.011000, 0.000429, 0.002774, 0.072733, 0.034876
0, 2, 0.988921, 0.148418, 0.002620, 0.000498, 0.007340, 0.030627, -0.025935
0, 3, 0.962742, -0.145776, 0.226320, -0.025618, -1.082510, -0.435961, 0.752557
0, 4, 0.950384, -0.148409, -0.271818, 0.029336, 1.525530, -0.310588, 1.203260
0, 5, 0.999871, 0.001501, -0.015985, 0.000033, 1.087240, -0.000941, 0.158052
0, 6, 0.988207, -0.152094, -0.017225, 0.004213, 1.086660, 0.125640, 0.178123
0, 7, 0.987413, -0.156873, 0.019812, -0.003679, 1.988380, 0.056329, 0.071263
0, 8, 0.999744, 0.000313, 0.022494, -0.002391, 1.973620, -0.007095, 0.049869
0, 270, 0.969285, -0.006054, 0.245671, 0.009814, -1.893900, -0.040817, 1.588940
0, 273, 0.999935, -0.002788, 0.010957, 0.001432, -0.731500, -0.019048, 0.704759
1, 3, 0.975998, 0.007838, 0.209224, -0.059935, -1.110400, -0.505877, 0.725267
1, 4, 0.958822, 0.003419, -0.274407, 0.073141, 1.552800, -0.384419, 1.176420
1, 5, 0.986919, 0.159092, -0.025958, 0.002482, 1.082460, -0.060778, 0.101894
1, 6, 0.999575, 0.004965, -0.027486, 0.008321, 1.087900, 0.047835, 0.143800
1, 7, 0.999936, 0.005296, 0.008304, -0.005546, 1.983550, 0.007709, 0.038157
1, 8, 0.986742, 0.161629, 0.013534, -0.005781, 1.954660, -0.045802, -0.002036
1, 272, 0.999975, 0.006833, -0.001793, -0.000643, -0.746188, 0.177173, 0.661020
2, 3, 0.930721, -0.288339, 0.224832, 0.008390, -1.072300, -0.452491, 0.793085
2, 4, 0.917225, -0.287382, -0.275636, -0.011625, 1.500030, -0.322536, 1.232350
2, 5, 0.988925, -0.147194, -0.018750, -0.003220, 1.080560, -0.024429, 0.192270
2, 8, 0.988522, -0.149606, 0.021012, -0.000101, 1.962470, -0.037587, 0.083580
2, 273, 0.988593, -0.150312, 0.009097, 0.002814, -0.744107, -0.036463, 0.738115
3, 4, 0.874572, -0.004698, -0.468158, 0.126210, 2.618640, 0.437507, 1.608640
3, 5, 0.958540, 0.147582, -0.242160, 0.027906, 2.331200, 0.622835, 0.157474
3, 6, 0.969417, -0.002448, -0.236181, 0.066662, 2.330290, 0.715915, -0.009668
3, 7, 0.977393, -0.002204, -0.204580, 0.053336, 3.252670, 0.648393, -0.186175
3, 8, 0.966750, 0.147987, -0.207564, 0.020293, 3.228830, 0.617386, -0.036568
3, 270, 0.989327, 0.144453, 0.019110, -0.000214, -0.839372, 0.599454, 0.953179
3, 273, 0.965742, 0.143423, -0.214701, 0.025982, 0.503409, 0.601043, 0.625233
4, 5, 0.954550, 0.149675, 0.256362, -0.026657, -0.774539, 0.612789, 0.009188
4, 6, 0.966608, 0.000767, 0.248129, -0.064035, -0.777485, 0.657924, -0.155238
4, 7, 0.956684, 0.000917, 0.280536, -0.077811, 0.131605, 0.659294, -0.133872
4, 8, 0.945771, 0.149046, 0.286546, -0.034565, 0.143384, 0.620816, 0.031373
5, 6, 0.988024, -0.154292, -0.001055, 0.001378, -0.002527, 0.071079, 0.025553
5, 7, 0.987796, -0.151693, 0.034604, -0.007116, 0.901360, 0.072383, -0.001651
5, 8, 0.999380, -0.000903, 0.035088, -0.002747, 0.897312, 0.000249, -0.026039
5, 9, 0.999005, 0.001146, 0.044384, -0.004195, 1.754840, -0.000265, -0.077083
5, 10, 0.985226, -0.164991, 0.044138, -0.012601, 1.743690, 0.010204, -0.048111
6, 7, 0.999348, 0.001342, 0.033354, -0.013734, 0.903029, -0.005127, -0.026051
6, 8, 0.987229, 0.154994, 0.035682, -0.009073, 0.893741, -0.050099, -0.068501
6, 9, 0.986240, 0.157325, 0.049371, -0.011911, 1.722390, -0.047189, -0.122113
6, 10, 0.998928, -0.005918, 0.041022, -0.020633, 1.750960, -0.031916, -0.069699
7, 8, 0.988286, 0.152610, -0.000842, -0.000588, -0.001100, -0.058315, -0.044739
7, 9, 0.987983, 0.154294, 0.008573, -0.003039, 0.853119, -0.057881, -0.078043
7, 10, 0.999938, -0.006346, 0.006294, -0.006593, 0.858854, -0.008685, -0.027867
7, 11, 0.999981, -0.001599, -0.005993, -0.000329, 1.799920, 0.000477, -0.010357
7, 12, 0.987057, 0.160252, -0.005979, 0.001453, 1.796000, -0.040488, -0.051854
8, 9, 0.999953, 0.001839, 0.009443, -0.001365, 0.857136, 0.000835, -0.033438
8, 10, 0.987318, -0.158454, 0.008333, -0.005081, 0.860141, 0.062855, -0.004839
8, 11, 0.988024, -0.154260, -0.003474, -0.000796, 1.793940, 0.068529, 0.008284
8, 12, 0.999973, 0.006088, -0.003995, 0.000668, 1.790930, 0.008082, -0.014343
9, 10, 0.986982, -0.160810, -0.000219, -0.002517, -0.000242, 0.073886, 0.026658
9, 11, 0.987794, -0.155235, -0.012737, 0.001643, 0.935401, 0.076270, 0.022021
9, 12, 0.999903, 0.003950, -0.013203, 0.001968, 0.931574, 0.001783, -0.003572
9, 13, 0.999980, 0.005208, 0.002613, 0.002317, 1.879890, 0.006243, -0.041607
